issue_id,pipeline_run_id,source_table,source_record_id,field_name,rule_code,severity,raw_value,message,created_at
3ead0927-c383-54e9-a695-6edf1eb8691b,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0042,revenue_raw,ARR_MISSING,INFO,N/A,missing revenue,2026-08-30T10:44:17.634980+00:00
e4d19bc6-0948-5dc7-9c4e-619b0cca59ee,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0043,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
485aa0d6-4990-559e-b649-8b74fb46753f,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0044,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
86bc9929-d6ef-5f8d-ae86-69c22c8d2e45,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0047,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
8fbb7755-2cf6-5798-9c1a-1b70e2a415bd,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0048,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
588739dc-6da1-58aa-bbdb-48d1a22232a1,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0050,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
3896ac75-d920-5126-b5a7-033b98948857,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0052,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
dfbedbfd-fece-5c39-80db-ec6e9c6469ff,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0057,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
cb7d1b99-ce5e-58ba-ba34-7a91721572b4,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0058,published_date_raw,DATE_AMBIGUOUS_POLICY_APPLIED,INFO,07/05/2023,ambiguous numeric date interpreted as MM/DD/YYYY,2026-08-30T10:44:17.634980+00:00
52ad1772-c9db-5c5c-8cff-ba81304adce9,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0062,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
be143244-836c-5b40-b54e-f942a42fc04b,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0062,published_date_raw,DATE_AMBIGUOUS_POLICY_APPLIED,INFO,07/06/2020,ambiguous numeric date interpreted as MM/DD/YYYY,2026-08-30T10:44:17.634980+00:00
ac7d61ee-e7df-5f5c-8220-abe50243bc0c,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0063,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
96783bb7-f64f-5357-b5de-026a34aaf841,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0064,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
ba1e1219-9dc3-5301-a2bd-086549b41ac3,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0065,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
f2ddd342-c3ee-54d9-ab85-52980b8c3973,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0067,revenue_raw,ARR_MISSING,INFO,N/A,missing revenue,2026-08-30T10:44:17.634980+00:00
02251aac-dd06-51df-8189-8614026b4014,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0076,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
3294fc6f-8fe4-55f2-a9b2-c60cc0fce3d9,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0081,published_date_raw,DATE_AMBIGUOUS_POLICY_APPLIED,INFO,06/03/2020,ambiguous numeric date interpreted as MM/DD/YYYY,2026-08-30T10:44:17.634980+00:00
4f12b546-a7e2-5d19-a3e5-896f97be180d,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0083,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
38d8015b-1b22-5fcf-af4f-55f77fa88059,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0084,revenue_raw,ARR_MISSING,INFO,N/A,missing revenue,2026-08-30T10:44:17.634980+00:00
4819869e-91f4-59f9-b4f3-900a2970547b,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0087,published_date_raw,DATE_AMBIGUOUS_POLICY_APPLIED,INFO,02/09/2023,ambiguous numeric date interpreted as MM/DD/YYYY,2026-08-30T10:44:17.634980+00:00
2f30e3d7-27ce-5842-976f-96732c3e1f4d,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0089,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
9f389473-06a2-5f02-bc69-c43ae338dd3e,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0092,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
67298b37-4eed-5e1a-a331-34b4f4b7e930,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0095,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
8ce904e3-9dbd-5916-ade2-eddce504c581,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0098,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
9b45f9d7-b490-5e9d-aedc-52d05c9715b5,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0103,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
6b519608-97e6-5739-b251-ebe30ca708e7,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0105,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
c4e20625-f376-51b6-b0bf-5b822e2763a5,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0106,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
3a13df56-184d-52f2-90e1-2bbf49c2071d,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0107,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
25168784-0fa4-5da7-8079-a10418fc8dcd,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0110,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
c561d287-1aaf-52bb-9c92-7ccb965c1e57,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0111,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
9d5519b2-9c98-5382-9854-2829123e9f03,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0123,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
d4dcc0e3-c7df-51b6-8d3a-74c4d4255ecb,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0123,published_date_raw,DATE_AMBIGUOUS_POLICY_APPLIED,INFO,11/11/2021,ambiguous numeric date interpreted as MM/DD/YYYY,2026-08-30T10:44:17.634980+00:00
3da76d8b-c5c4-5933-aa68-9cbe0bdcaaf3,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0125,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
0b39b8e6-2cc4-5aa7-bc6b-7cc21a9b43ed,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0127,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
f21ba28f-fbbd-5bdb-a2a1-4d9002066a1d,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0134,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
09d1708b-69a1-57c4-9057-9135a40d9020,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0135,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
6ebd3a72-9d7d-533e-b1df-8b68e31aaf83,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0136,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
556ee1a5-4607-5d4f-84de-1ecc9d3d63a9,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0139,revenue_raw,ARR_MISSING,INFO,N/A,missing revenue,2026-08-30T10:44:17.634980+00:00
8f765d6d-7e91-5d86-8272-3a55f39368cc,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0140,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
340e423a-fb7c-52d1-a8d6-8073e4273ef4,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0143,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
ce512ecc-446a-54d4-9264-20af08e20ddd,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0145,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
c3a3f033-e48f-545b-88a3-d6788ed749c2,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0146,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
9910af42-044f-5ad5-bce9-e0166ce886d6,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0148,revenue_raw,ARR_MISSING,INFO,N/A,missing revenue,2026-08-30T10:44:17.634980+00:00
1f31bf7f-c677-52ae-b016-9d2acadefaa6,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0150,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
87b6b5a4-dcb0-537c-a7df-d041dab225fa,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0151,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
f7555931-c755-509e-ad24-9ff30ccbc75a,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0152,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
979d1f53-bb2a-55e3-84bb-68768539bc36,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0153,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
01c9384c-02ac-52a1-88a0-9127a284ef66,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0154,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
0aa68d12-e021-5514-b60e-f4a838ff6bf5,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0156,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
dcfc7576-dd8a-50f8-b98c-a999a858705e,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0160,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
0c8c4691-a47e-5fec-8a58-b2156a8ea04f,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0162,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
db619c46-117d-55f4-9d57-30ca052066f9,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0164,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
8a1f05cc-e786-5076-82d6-6a325a9966f7,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0166,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
9163aaa1-eb5d-5f53-8267-9def43826bf6,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0167,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
8e42f9f7-c444-5224-8e45-008d7f6499d5,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0171,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
351bb10e-f2d6-5981-a774-9bebddaf37d8,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0174,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
f7c1caec-4d61-5f0b-920b-be832cb72ce7,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0176,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
5e80d9e8-2b87-5f65-939e-b83b72e7d8b5,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0178,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
c5edf436-2db9-569a-b4e2-276072c6a6f3,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0182,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
f31acc7a-26ee-54ef-94be-0ed02c8fd548,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0183,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
55e56552-6b33-59ba-a2f0-93562726ecaa,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0190,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
6fb49d17-d4c0-5900-8751-be2e162a6edf,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0191,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
1a328262-bf17-5f9f-9781-1f2fa9598302,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0193,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
c786e9ed-9ed8-56ec-9a0d-0c2348c2e9db,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0194,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
0de7cd4c-ae69-548f-a64f-4e69f908f7dd,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0195,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
a4340388-76a9-5f57-b988-e3529792bf5b,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0196,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
5bc2ea1c-9f27-552a-acba-9a394e6be71e,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0197,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
b17c400a-c512-569a-be27-c8db11ebfec1,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0201,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
0851b123-2cb0-532a-863e-ce9fd7fbedb0,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0203,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
d852a9eb-7384-58f6-bdc5-3a886ed34f61,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0203,published_date_raw,DATE_AMBIGUOUS_POLICY_APPLIED,INFO,08/04/2022,ambiguous numeric date interpreted as MM/DD/YYYY,2026-08-30T10:44:17.634980+00:00
74949e18-3638-5e74-9ca4-fef0767bdf3b,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0205,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
1f1a4e07-0dfc-5701-8fdd-319373d149fe,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0208,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
e56b2f95-3a21-57b9-9ea0-d7f4d2fa3b86,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0214,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
03f4f8ed-c5d7-53fc-9271-e1148e091592,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0215,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
e7a46778-3122-508f-b4e2-5febfc1dd771,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0216,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
028e3665-0911-57b5-aa69-8aa7195449b1,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0218,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
57355089-9874-5ac6-875e-23f8c282968c,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0227,revenue_raw,ARR_MISSING,INFO,N/A,missing revenue,2026-08-30T10:44:17.634980+00:00
474804ce-bafa-5725-946c-6384a3edc687,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0229,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
0385e23e-70fe-5385-a606-77e033294b27,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0235,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
63e3de5f-8781-5311-af47-97bfa9769995,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0238,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
768897cb-623b-55e0-b4f6-6f968e6dc7a0,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0238,published_date_raw,DATE_AMBIGUOUS_POLICY_APPLIED,INFO,08/11/2020,ambiguous numeric date interpreted as MM/DD/YYYY,2026-08-30T10:44:17.634980+00:00
b6023f6a-cd46-5775-90eb-9cde0d934f02,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0244,revenue_raw,ARR_MISSING,INFO,,missing revenue,2026-08-30T10:44:17.634980+00:00
d7dd69ff-0df6-581c-92c2-04e77dfd3897,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0245,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
bc423a5c-22f1-5bbf-abcf-78fe98593f51,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0245,published_date_raw,DATE_AMBIGUOUS_POLICY_APPLIED,INFO,12/12/2022,ambiguous numeric date interpreted as MM/DD/YYYY,2026-08-30T10:44:17.634980+00:00
97c206b9-caf4-5879-8cd9-5b8add7b4c56,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0248,revenue_raw,ARR_UNDISCLOSED,INFO,Not disclosed,revenue not disclosed,2026-08-30T10:44:17.634980+00:00
f374978c-ac23-545c-ac82-d3229fbebb7b,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0255,revenue_raw,ARR_MISSING,INFO,N/A,missing revenue,2026-08-30T10:44:17.634980+00:00
1f6043ed-4ea8-559d-b077-b7f978d1e43d,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0255,published_date_raw,DATE_AMBIGUOUS_POLICY_APPLIED,INFO,05/09/2022,ambiguous numeric date interpreted as MM/DD/YYYY,2026-08-30T10:44:17.634980+00:00
7610eaee-3e20-51c9-b278-91376911bbae,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0256,revenue_raw,ARR_MISSING,INFO,N/A,missing revenue,2026-08-30T10:44:17.634980+00:00
e2b66fa1-8d4d-5cc8-93f0-07cd9f233bb1,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0260,revenue_raw,ARR_MISSING,INFO,N/A,missing revenue,2026-08-30T10:44:17.634980+00:00
a4674fe6-cca8-5ca1-b961-c5e1637562e5,57ec45a1-9a06-4385-9e42-2d255db54746,fact_article,ART0264,published_date_raw,DATE_AMBIGUOUS_POLICY_APPLIED,INFO,06/10/2022,ambiguous numeric date interpreted as MM/DD/YYYY,2026-08-30T10:44:17.634980+00:00
