company_id,company_name,company_name_raw,company_match_status,company_match_method,company_match_confidence,has_company_metadata,industry_raw,industry_standardized,founded_year,headquarters,employee_count,company_size_category,is_public,stock_ticker,source_file,pipeline_run_id,record_hash
d693985f-b2d1-5141-9ca6-89a18bbd47fe,Hugging Face,Hugging Face,UNRESOLVED,UNRESOLVED,0.381,False,,UNMAPPED,,,,UNKNOWN,,,tech_news.csv,57ec45a1-9a06-4385-9e42-2d255db54746,3e73b0dac82605fefddb9fb2e0409111adc88f96aeedd5eefa461bc996fed0e0
bd719dfe-542a-55b1-b391-b5ab6875b1e2,Meta AI,Meta AI,MATCHED,EXACT,1.0,True,Data Analytics,DATA_ANALYTICS,2001.0,"Seattle, WA",20240.0,MEDIUM,True,,company_metadata.json,57ec45a1-9a06-4385-9e42-2d255db54746,d0ebb211f9d7c91410702e2fb0b65d58726b85ef9ada7c299c9602d515442ce4
f36a832f-cd27-58af-b8c6-fb63f6bea323,Microsoft,Microsoft,MATCHED,EXACT,1.0,True,Data Analytics,DATA_ANALYTICS,2018.0,"Austin, TX",48646.0,LARGE,False,,company_metadata.json,57ec45a1-9a06-4385-9e42-2d255db54746,c5d19cb74468e3b5d354dc8a67dc1bdcdf3ce77990e80c5217e6a9e8362c07af
c9807484-5f9e-58bd-8b9c-6f6bb99bf5cf,Mistral AI,Mistral AI,UNRESOLVED,UNRESOLVED,0.7059,False,,UNMAPPED,,,,UNKNOWN,,,tech_news.csv,57ec45a1-9a06-4385-9e42-2d255db54746,c76df5c94c88e11b939a491b87e361e7198e0daa37bc5c93327190eb5e2cba24
9b997e26-b47f-511c-b401-d9b3a6ac9c4f,MongoDB,MongoDB,MATCHED,EXACT,1.0,True,SaaS,SOFTWARE_SAAS,2008.0,"Austin, TX",16952.0,MEDIUM,False,MONG,company_metadata.json,57ec45a1-9a06-4385-9e42-2d255db54746,33f7630e259c0821fdec16a32fa1a0278e43a3395a9a7eb0af14460f7541744a
a992e412-2b10-50bc-bf9c-23b7974ddb91,NVIDIA,NVIDIA,MATCHED,EXACT,1.0,True,AI/ML,AI_ML,2017.0,"London, UK",22031.0,MEDIUM,False,,company_metadata.json,57ec45a1-9a06-4385-9e42-2d255db54746,eff47e39491848b85a01d6357b11139cde4e2a419fd69305431be4edf9089d32
5ed089c3-b138-5004-b73c-fbfc8d07c0ca,OpenAI,OpenAI,MATCHED,EXACT,1.0,True,Data Analytics,DATA_ANALYTICS,2006.0,"Austin, TX",12793.0,MEDIUM,False,OPEN,company_metadata.json,57ec45a1-9a06-4385-9e42-2d255db54746,90b37f5c0fe93ed18fcee5515d45047b6665bcb905d8b26c947b4f9224d5c112
6e09eb1e-79ed-5163-8702-a611f7c20c68,Palantir,Palantir,MATCHED,EXACT,1.0,True,Cloud Computing,CLOUD,2005.0,"Berlin, Germany",42306.0,LARGE,True,,company_metadata.json,57ec45a1-9a06-4385-9e42-2d255db54746,e4db4901ad173871a8ae09c5fa3cdb77c163951d6fae7bbd726feb2d739298dd
c7cf4719-ebf0-5941-98ae-0c52cbe3097f,Perplexity AI,Perplexity AI,UNRESOLVED,UNRESOLVED,0.5,False,,UNMAPPED,,,,UNKNOWN,,,tech_news.csv,57ec45a1-9a06-4385-9e42-2d255db54746,9b13b7bb9325ddb5b3f883899e4594eb0ba1c74c6d3aeec68bfebf7fa1ea0e3e
8d99fa8b-ca33-5878-9209-2b1f97f99f6b,Scale AI,Scale AI,MATCHED,EXACT,1.0,True,AI/ML,AI_ML,2003.0,"Berlin, Germany",23379.0,MEDIUM,False,,company_metadata.json,57ec45a1-9a06-4385-9e42-2d255db54746,7e5adda7f8023ee75f5ff1c7f574511cff81bd1caec73afe92b59ebcf4b7b314
fa848049-e1a2-57f0-935a-4d48dcaddc61,Snowflake,Snowflake,MATCHED,EXACT,1.0,True,Cloud Computing,CLOUD,2012.0,"London, UK",49545.0,LARGE,True,,company_metadata.json,57ec45a1-9a06-4385-9e42-2d255db54746,fd32cf9b1d0abb80c32f7dcbb0d69521ac46c46fea4876867e06d390b79191ad
7404b547-e172-5517-92d1-7c31c711048b,SpaceX,SpaceX,MATCHED,EXACT,1.0,True,AI/ML,AI_ML,2016.0,"Berlin, Germany",31018.0,LARGE,False,,company_metadata.json,57ec45a1-9a06-4385-9e42-2d255db54746,065ff950800135c27c5733bc87e8cf3072db7511892511e1c2bbd4c20de36d3a
8f05416c-1b7c-5110-a049-ff66e663eccf,Stripe,Stripe Inc.,MATCHED,ALIAS,0.98,True,Data Analytics,DATA_ANALYTICS,2002.0,"Seattle, WA",36348.0,LARGE,True,STRI,company_metadata.json,57ec45a1-9a06-4385-9e42-2d255db54746,8544c608ef9aec02d955c643e372dc82a10c3cb52128cb9ea7ec3b7dd319d733
08256776-704b-50e0-92ce-c74e516f9c80,Tesla,Tesla,MATCHED,EXACT,1.0,True,Cloud Computing,CLOUD,2008.0,"London, UK",5691.0,SMALL,True,,company_metadata.json,57ec45a1-9a06-4385-9e42-2d255db54746,898bd759a4fdd0e32af80ca1d883c0bb76fb9ac8028ad680e3f3ec7054bbd1b0
31d3ab7c-19ed-5a35-ac6e-2b6a8f0e6e67,The Boring Company / SpaceX,The Boring Company / SpaceX,AMBIGUOUS,AMBIGUOUS_SOURCE,0.3871,False,,UNMAPPED,,,,UNKNOWN,,,tech_news.csv,57ec45a1-9a06-4385-9e42-2d255db54746,fe874aa3364024d60bbeb72416a71d77b4ae1bdb2b9a17b6d284eacbf72602bd
771af71e-0eea-5ae0-9aff-9a0609ace44a,Uber,Uber,MATCHED,EXACT,1.0,True,FinTech,FINTECH,2015.0,"San Francisco, CA",10144.0,MEDIUM,False,UBER,company_metadata.json,57ec45a1-9a06-4385-9e42-2d255db54746,3006e323ee37410c5f96b7ddce963946473d1007de63adf5f2d9701ce54d4b9f
e7f9dcc7-eff3-506f-a8f7-03cd6a783d02,xAI,xAI,UNRESOLVED,UNRESOLVED,0.4444,False,,UNMAPPED,,,,UNKNOWN,,,tech_news.csv,57ec45a1-9a06-4385-9e42-2d255db54746,84e64090e5d904644c62e3f1406f6eac8b0fe187f4f52571a6555af911aa86b4
